SPECIES	SITE_ID	YEAR	SINDEX	SCHEME
Glaucopsyche melanops	Peg	2021	0	uBMS
Glaucopsyche melanops	Peg	2022	0	uBMS
Glaucopsyche melanops	Cer	2023	2.059201614	uBMS
Glaucopsyche melanops	Cer	2024	0	uBMS
Glaucopsyche melanops	Cer	2018	0	uBMS
Glaucopsyche melanops	Cer	2025	0	uBMS
Glaucopsyche melanops	Cer	2019	0	uBMS
Glaucopsyche melanops	Cer	2020	0	uBMS
Glaucopsyche melanops	Cer	2022	0	uBMS
Glaucopsyche melanops	Nord	2023	0	uBMS
Glaucopsyche melanops	Nord	2024	0	uBMS
Glaucopsyche melanops	Nord	2018	0	uBMS
Glaucopsyche melanops	Nord	2025	0	uBMS
Glaucopsyche melanops	Nord	2019	0	uBMS
Glaucopsyche melanops	Nord	2020	0	uBMS
Glaucopsyche melanops	Nord	2021	0	uBMS
Glaucopsyche melanops	Nord	2022	0	uBMS
Glaucopsyche melanops	Ped	2023	0	uBMS
Glaucopsyche melanops	Ped	2024	0	uBMS
Glaucopsyche melanops	Ped	2018	0	uBMS
Glaucopsyche melanops	Ped	2025	0	uBMS
Glaucopsyche melanops	Ped	2019	0	uBMS
Glaucopsyche melanops	Ped	2020	0	uBMS
Glaucopsyche melanops	Ped	2022	0	uBMS
Glaucopsyche melanops	Gau	2023	0	uBMS
Glaucopsyche melanops	Gau	2024	0	uBMS
Glaucopsyche melanops	Gau	2018	0	uBMS
Glaucopsyche melanops	Gau	2025	0	uBMS
Glaucopsyche melanops	Gau	2019	0	uBMS
Glaucopsyche melanops	Gau	2020	0	uBMS
Glaucopsyche melanops	Gau	2021	0	uBMS
Glaucopsyche melanops	Gau	2022	0	uBMS
Glaucopsyche melanops	Nou	2023	0	uBMS
Glaucopsyche melanops	Nou	2024	0	uBMS
Glaucopsyche melanops	Nou	2018	0	uBMS
Glaucopsyche melanops	Nou	2025	0	uBMS
Glaucopsyche melanops	Nou	2019	0	uBMS
Glaucopsyche melanops	Nou	2020	0	uBMS
Glaucopsyche melanops	Nou	2021	0	uBMS
Glaucopsyche melanops	Nou	2022	0	uBMS
Glaucopsyche melanops	Bros	2023	0	uBMS
Glaucopsyche melanops	Bros	2024	0	uBMS
Glaucopsyche melanops	Bros	2018	0	uBMS
Glaucopsyche melanops	Bros	2019	0	uBMS
Glaucopsyche melanops	Bros	2020	0	uBMS
Glaucopsyche melanops	Bros	2021	0	uBMS
Glaucopsyche melanops	Bros	2022	0	uBMS
Glaucopsyche melanops	Gue	2023	0	uBMS
Glaucopsyche melanops	Gue	2024	0	uBMS
Glaucopsyche melanops	Gue	2018	0	uBMS
Glaucopsyche melanops	Gue	2019	0	uBMS
Glaucopsyche melanops	Gue	2020	0	uBMS
Glaucopsyche melanops	Gue	2021	0	uBMS
Glaucopsyche melanops	Gue	2022	0	uBMS
Glaucopsyche melanops	Dia	2023	0	uBMS
Glaucopsyche melanops	Dia	2024	0	uBMS
Glaucopsyche melanops	Dia	2018	0	uBMS
Glaucopsyche melanops	Dia	2019	0	uBMS
Glaucopsyche melanops	Dia	2020	0	uBMS
Glaucopsyche melanops	Dia	2021	0	uBMS
Glaucopsyche melanops	Dia	2022	0	uBMS
Glaucopsyche melanops	Pei	2023	0	uBMS
Glaucopsyche melanops	Pei	2024	0	uBMS
Glaucopsyche melanops	Pei	2018	0	uBMS
Glaucopsyche melanops	Pei	2019	0	uBMS
Glaucopsyche melanops	Pei	2020	0	uBMS
Glaucopsyche melanops	Pei	2021	0	uBMS
Glaucopsyche melanops	Mar	2023	0	uBMS
Glaucopsyche melanops	Mar	2024	0	uBMS
Glaucopsyche melanops	Mar	2018	0	uBMS
Glaucopsyche melanops	Mar	2019	0	uBMS
Glaucopsyche melanops	Mar	2020	0	uBMS
Glaucopsyche melanops	Mar	2021	0	uBMS
Glaucopsyche melanops	Mar	2022	0	uBMS
Glaucopsyche melanops	Gui	2023	0	uBMS
Glaucopsyche melanops	Gui	2024	0	uBMS
Glaucopsyche melanops	Gui	2018	0	uBMS
Glaucopsyche melanops	Gui	2025	0	uBMS
Glaucopsyche melanops	Gui	2019	0	uBMS
Glaucopsyche melanops	Gui	2020	0	uBMS
Glaucopsyche melanops	Gui	2021	0	uBMS
Glaucopsyche melanops	Gui	2022	0	uBMS
Glaucopsyche melanops	Bes	2023	0	uBMS
Glaucopsyche melanops	Bes	2024	0	uBMS
Glaucopsyche melanops	Bes	2018	0	uBMS
Glaucopsyche melanops	Bes	2025	0	uBMS
Glaucopsyche melanops	Bes	2019	0	uBMS
Glaucopsyche melanops	Bes	2020	0	uBMS
Glaucopsyche melanops	Bes	2021	0	uBMS
Glaucopsyche melanops	Aig	2023	0	uBMS
Glaucopsyche melanops	Aig	2018	0	uBMS
Glaucopsyche melanops	Aig	2019	0	uBMS
Glaucopsyche melanops	Aig	2020	0	uBMS
Glaucopsyche melanops	Aig	2021	0	uBMS
Glaucopsyche melanops	Aig	2022	0	uBMS
Glaucopsyche melanops	Tpa	2023	0	uBMS
Glaucopsyche melanops	Tpa	2022	0	uBMS
Glaucopsyche melanops	Tri	2023	0	uBMS
Glaucopsyche melanops	Tri	2019	0	uBMS
Glaucopsyche melanops	Tri	2020	0	uBMS
Glaucopsyche melanops	Tri	2021	0	uBMS
Glaucopsyche melanops	Tri	2022	0	uBMS
Glaucopsyche sp.	Clot	2023	0	uBMS
Glaucopsyche sp.	Clot	2024	0	uBMS
Glaucopsyche sp.	Clot	2018	0	uBMS
Glaucopsyche sp.	Clot	2025	0	uBMS
Glaucopsyche sp.	Clot	2019	0	uBMS
Glaucopsyche sp.	Clot	2020	0	uBMS
Glaucopsyche sp.	Clot	2021	0	uBMS
Glaucopsyche sp.	Clot	2022	0	uBMS
Glaucopsyche sp.	Heb	2023	0	uBMS
Glaucopsyche sp.	Heb	2024	0	uBMS
Glaucopsyche sp.	Heb	2018	0	uBMS
Glaucopsyche sp.	Heb	2019	0	uBMS
Glaucopsyche sp.	Heb	2020	0	uBMS
Glaucopsyche sp.	Heb	2021	0	uBMS
Glaucopsyche sp.	Heb	2022	0	uBMS
Glaucopsyche sp.	Put	2023	0	uBMS
Glaucopsyche sp.	Put	2024	0	uBMS
Glaucopsyche sp.	Put	2025	0	uBMS
Glaucopsyche sp.	Put	2019	0	uBMS
Glaucopsyche sp.	Put	2020	0	uBMS
Glaucopsyche sp.	Put	2021	0	uBMS
Glaucopsyche sp.	Put	2022	0	uBMS
Glaucopsyche sp.	Heu	2023	0	uBMS
Glaucopsyche sp.	Heu	2024	0	uBMS
Glaucopsyche sp.	Heu	2018	0	uBMS
Glaucopsyche sp.	Heu	2025	0	uBMS
Glaucopsyche sp.	Heu	2019	0	uBMS
Glaucopsyche sp.	Heu	2020	0	uBMS
Glaucopsyche sp.	Heu	2021	0	uBMS
Glaucopsyche sp.	Heu	2022	0	uBMS
Glaucopsyche sp.	Lab	2023	0	uBMS
Glaucopsyche sp.	Lab	2024	0	uBMS
Glaucopsyche sp.	Lab	2018	0	uBMS
Glaucopsyche sp.	Lab	2025	0	uBMS
Glaucopsyche sp.	Lab	2020	0	uBMS
Glaucopsyche sp.	Lab	2022	0	uBMS
Glaucopsyche sp.	Mat	2023	0	uBMS
Glaucopsyche sp.	Mat	2024	0	uBMS
Glaucopsyche sp.	Mat	2018	0	uBMS
Glaucopsyche sp.	Mat	2025	0	uBMS
Glaucopsyche sp.	Mat	2019	0	uBMS
Glaucopsyche sp.	Mat	2020	0	uBMS
Glaucopsyche sp.	Mat	2021	0	uBMS
Glaucopsyche sp.	Mat	2022	0	uBMS
Glaucopsyche sp.	Ore	2023	0	uBMS
Glaucopsyche sp.	Ore	2024	0	uBMS
Glaucopsyche sp.	Ore	2018	0	uBMS
Glaucopsyche sp.	Ore	2020	0	uBMS
Glaucopsyche sp.	Ore	2021	0	uBMS
Glaucopsyche sp.	Ore	2022	0	uBMS
Glaucopsyche sp.	Pla	2023	0	uBMS
Glaucopsyche sp.	Pla	2024	0	uBMS
Glaucopsyche sp.	Pla	2025	0	uBMS
Glaucopsyche sp.	Pla	2020	0	uBMS
Glaucopsyche sp.	Pla	2021	0	uBMS
Glaucopsyche sp.	Pla	2022	0	uBMS
Glaucopsyche sp.	Ciu	2023	0	uBMS
Glaucopsyche sp.	Ciu	2024	0	uBMS
Glaucopsyche sp.	Ciu	2018	0	uBMS
Glaucopsyche sp.	Ciu	2025	0	uBMS
Glaucopsyche sp.	Ciu	2019	0	uBMS
Glaucopsyche sp.	Ciu	2020	0	uBMS
Glaucopsyche sp.	Ciu	2021	0	uBMS
Glaucopsyche sp.	Ciu	2022	0	uBMS
Glaucopsyche sp.	Glo	2023	0	uBMS
Glaucopsyche sp.	Glo	2024	0	uBMS
Glaucopsyche sp.	Glo	2025	0	uBMS
Glaucopsyche sp.	Glo	2020	0	uBMS
Glaucopsyche sp.	Glo	2021	0	uBMS
Glaucopsyche sp.	Glo	2022	0	uBMS
Glaucopsyche sp.	Rob	2023	0	uBMS
Glaucopsyche sp.	Rob	2024	0	uBMS
Glaucopsyche sp.	Rob	2018	0	uBMS
Glaucopsyche sp.	Rob	2025	0	uBMS
Glaucopsyche sp.	Rob	2020	0	uBMS
Glaucopsyche sp.	Rob	2021	0	uBMS
Glaucopsyche sp.	Rob	2022	0	uBMS
Glaucopsyche sp.	Coll	2023	0	uBMS
Glaucopsyche sp.	Coll	2024	0	uBMS
Glaucopsyche sp.	Coll	2018	0	uBMS
Glaucopsyche sp.	Coll	2025	0	uBMS
Glaucopsyche sp.	Coll	2019	0	uBMS
Glaucopsyche sp.	Coll	2020	0	uBMS
Glaucopsyche sp.	Coll	2022	0	uBMS
Glaucopsyche sp.	Car	2023	0	uBMS
Glaucopsyche sp.	Car	2024	0	uBMS
Glaucopsyche sp.	Car	2018	0	uBMS
Glaucopsyche sp.	Car	2025	0	uBMS
Glaucopsyche sp.	Car	2019	0	uBMS
Glaucopsyche sp.	Car	2020	0	uBMS
Glaucopsyche sp.	Car	2021	0	uBMS
Glaucopsyche sp.	Car	2022	0	uBMS
Glaucopsyche sp.	Peg	2023	0	uBMS
Glaucopsyche sp.	Peg	2024	0	uBMS
Glaucopsyche sp.	Peg	2018	0	uBMS
Glaucopsyche sp.	Peg	2025	0	uBMS
Glaucopsyche sp.	Peg	2019	0	uBMS
Glaucopsyche sp.	Peg	2020	0	uBMS
Glaucopsyche sp.	Peg	2021	0	uBMS
Glaucopsyche sp.	Peg	2022	0	uBMS
Glaucopsyche sp.	Cer	2023	0	uBMS
Glaucopsyche sp.	Cer	2024	0	uBMS
Glaucopsyche sp.	Cer	2018	0	uBMS
Glaucopsyche sp.	Cer	2025	0	uBMS
Glaucopsyche sp.	Cer	2019	0	uBMS
Glaucopsyche sp.	Cer	2020	0	uBMS
Glaucopsyche sp.	Cer	2022	0	uBMS
Glaucopsyche sp.	Nord	2023	0	uBMS
Glaucopsyche sp.	Nord	2024	0	uBMS
Glaucopsyche sp.	Nord	2018	0	uBMS
Glaucopsyche sp.	Nord	2025	0	uBMS
Glaucopsyche sp.	Nord	2019	0	uBMS
Glaucopsyche sp.	Nord	2020	0	uBMS
Glaucopsyche sp.	Nord	2021	0	uBMS
Glaucopsyche sp.	Nord	2022	0	uBMS
Glaucopsyche sp.	Ped	2023	0	uBMS
Glaucopsyche sp.	Ped	2024	0	uBMS
Glaucopsyche sp.	Ped	2018	0	uBMS
Glaucopsyche sp.	Ped	2025	0	uBMS
Glaucopsyche sp.	Ped	2019	0	uBMS
Glaucopsyche sp.	Ped	2020	0	uBMS
Glaucopsyche sp.	Ped	2022	0	uBMS
Glaucopsyche sp.	Gau	2023	0	uBMS
Glaucopsyche sp.	Gau	2024	0	uBMS
Glaucopsyche sp.	Gau	2018	0	uBMS
Glaucopsyche sp.	Gau	2025	0	uBMS
Glaucopsyche sp.	Gau	2019	0	uBMS
Glaucopsyche sp.	Gau	2020	0	uBMS
Glaucopsyche sp.	Gau	2021	0	uBMS
Glaucopsyche sp.	Gau	2022	0	uBMS
Glaucopsyche sp.	Nou	2023	0	uBMS
Glaucopsyche sp.	Nou	2024	0	uBMS
Glaucopsyche sp.	Nou	2018	0	uBMS
Glaucopsyche sp.	Nou	2025	0	uBMS
Glaucopsyche sp.	Nou	2019	0	uBMS
Glaucopsyche sp.	Nou	2020	0	uBMS
Glaucopsyche sp.	Nou	2021	0	uBMS
Glaucopsyche sp.	Nou	2022	0	uBMS
Glaucopsyche sp.	Bros	2023	0	uBMS
Glaucopsyche sp.	Bros	2024	0	uBMS
Glaucopsyche sp.	Bros	2018	0	uBMS
Glaucopsyche sp.	Bros	2019	0	uBMS
Glaucopsyche sp.	Bros	2020	0	uBMS
Glaucopsyche sp.	Bros	2021	0	uBMS
Glaucopsyche sp.	Bros	2022	0	uBMS
Glaucopsyche sp.	Gue	2023	0	uBMS
Glaucopsyche sp.	Gue	2024	0	uBMS
Glaucopsyche sp.	Gue	2018	0	uBMS
Glaucopsyche sp.	Gue	2019	0	uBMS
Glaucopsyche sp.	Gue	2020	0	uBMS
Glaucopsyche sp.	Gue	2021	0	uBMS
Glaucopsyche sp.	Gue	2022	0	uBMS
Glaucopsyche sp.	Dia	2023	0	uBMS
Glaucopsyche sp.	Dia	2024	0	uBMS
Glaucopsyche sp.	Dia	2018	0	uBMS
Glaucopsyche sp.	Dia	2019	0	uBMS
Glaucopsyche sp.	Dia	2020	0	uBMS
Glaucopsyche sp.	Dia	2021	0	uBMS
Glaucopsyche sp.	Dia	2022	0	uBMS
Glaucopsyche sp.	Pei	2023	0	uBMS
Glaucopsyche sp.	Pei	2024	0	uBMS
Glaucopsyche sp.	Pei	2018	0	uBMS
Glaucopsyche sp.	Pei	2019	0	uBMS
Glaucopsyche sp.	Pei	2020	0	uBMS
Glaucopsyche sp.	Pei	2021	0	uBMS
Glaucopsyche sp.	Mar	2023	0	uBMS
Glaucopsyche sp.	Mar	2024	0	uBMS
Glaucopsyche sp.	Mar	2018	0	uBMS
Glaucopsyche sp.	Mar	2019	0	uBMS
Glaucopsyche sp.	Mar	2020	0	uBMS
Glaucopsyche sp.	Mar	2021	0	uBMS
Glaucopsyche sp.	Mar	2022	0	uBMS
Glaucopsyche sp.	Gui	2023	0	uBMS
Glaucopsyche sp.	Gui	2024	0	uBMS
Glaucopsyche sp.	Gui	2018	0	uBMS
Glaucopsyche sp.	Gui	2025	0	uBMS
Glaucopsyche sp.	Gui	2019	0	uBMS
Glaucopsyche sp.	Gui	2020	0	uBMS
Glaucopsyche sp.	Gui	2021	0	uBMS
Glaucopsyche sp.	Gui	2022	0	uBMS
Glaucopsyche sp.	Bes	2023	0	uBMS
Glaucopsyche sp.	Bes	2024	0	uBMS
Glaucopsyche sp.	Bes	2018	0	uBMS
Glaucopsyche sp.	Bes	2025	0	uBMS
Glaucopsyche sp.	Bes	2019	0	uBMS
Glaucopsyche sp.	Bes	2020	0	uBMS
Glaucopsyche sp.	Bes	2021	0	uBMS
Glaucopsyche sp.	Aig	2023	0	uBMS
Glaucopsyche sp.	Aig	2018	0	uBMS
Glaucopsyche sp.	Aig	2019	0	uBMS
Glaucopsyche sp.	Aig	2020	0	uBMS
Glaucopsyche sp.	Aig	2021	0	uBMS
Glaucopsyche sp.	Aig	2022	0	uBMS
Glaucopsyche sp.	Tpa	2023	0	uBMS
Glaucopsyche sp.	Tpa	2022	0	uBMS
Glaucopsyche sp.	Tri	2023	0	uBMS
Glaucopsyche sp.	Tri	2019	0	uBMS
Glaucopsyche sp.	Tri	2020	0	uBMS
Glaucopsyche sp.	Tri	2021	0	uBMS
Glaucopsyche sp.	Tri	2022	0	uBMS
Gonepteryx cleopatra	Clot	2023	0	uBMS
Gonepteryx cleopatra	Clot	2024	0	uBMS
Gonepteryx cleopatra	Clot	2018	0	uBMS
Gonepteryx cleopatra	Clot	2025	0	uBMS
Gonepteryx cleopatra	Clot	2019	0	uBMS
Gonepteryx cleopatra	Clot	2020	0	uBMS
Gonepteryx cleopatra	Clot	2021	0	uBMS
Gonepteryx cleopatra	Clot	2022	0	uBMS
Gonepteryx cleopatra	Heb	2023	3.99996	uBMS
Gonepteryx cleopatra	Heb	2024	1.101406496	uBMS
Gonepteryx cleopatra	Heb	2018	0	uBMS
Gonepteryx cleopatra	Heb	2019	0	uBMS
Gonepteryx cleopatra	Heb	2020	0	uBMS
Gonepteryx cleopatra	Heb	2021	0	uBMS
Gonepteryx cleopatra	Heb	2022	0	uBMS
Gonepteryx cleopatra	Put	2023	31.16830887	uBMS
Gonepteryx cleopatra	Put	2024	40.34229829	uBMS
Gonepteryx cleopatra	Put	2025	0	uBMS
Gonepteryx cleopatra	Put	2019	15.78531965	uBMS
Gonepteryx cleopatra	Put	2020	39.69486728	uBMS
Gonepteryx cleopatra	Put	2021	8.525356847	uBMS
Gonepteryx cleopatra	Put	2022	15.50009964	uBMS
Gonepteryx cleopatra	Heu	2023	50.36126499	uBMS
Gonepteryx cleopatra	Heu	2024	49.29839961	uBMS
Gonepteryx cleopatra	Heu	2018	0	uBMS
Gonepteryx cleopatra	Heu	2025	0	uBMS
Gonepteryx cleopatra	Heu	2019	44.04943902	uBMS
Gonepteryx cleopatra	Heu	2020	51.67958656	uBMS
Gonepteryx cleopatra	Heu	2021	4.819044865	uBMS
Gonepteryx cleopatra	Heu	2022	16.79402133	uBMS
Gonepteryx cleopatra	Lab	2023	11.06096806	uBMS
Gonepteryx cleopatra	Lab	2024	97.98349958	uBMS
Gonepteryx cleopatra	Lab	2018	54.33306167	uBMS
Gonepteryx cleopatra	Lab	2025	0	uBMS
Gonepteryx cleopatra	Lab	2020	8.484642797	uBMS
Gonepteryx cleopatra	Lab	2022	7.758252841	uBMS
Gonepteryx cleopatra	Mat	2023	0	uBMS
Gonepteryx cleopatra	Mat	2024	3.957313775	uBMS
Gonepteryx cleopatra	Mat	2018	1.238528133	uBMS
Gonepteryx cleopatra	Mat	2025	0	uBMS
Gonepteryx cleopatra	Mat	2019	0	uBMS
Gonepteryx cleopatra	Mat	2020	3.733084461	uBMS
Gonepteryx cleopatra	Mat	2021	0	uBMS
Gonepteryx cleopatra	Mat	2022	0	uBMS
Gonepteryx cleopatra	Ore	2023	14.16467074	uBMS
Gonepteryx cleopatra	Ore	2024	17.01127384	uBMS
Gonepteryx cleopatra	Ore	2018	10.88992464	uBMS
Gonepteryx cleopatra	Ore	2020	14.07112956	uBMS
Gonepteryx cleopatra	Ore	2021	7.886711106	uBMS
Gonepteryx cleopatra	Ore	2022	2.482621648	uBMS
Gonepteryx cleopatra	Pla	2023	14.52553381	uBMS
Gonepteryx cleopatra	Pla	2024	25.17140528	uBMS
Gonepteryx cleopatra	Pla	2025	0	uBMS
Gonepteryx cleopatra	Pla	2020	4.013646398	uBMS
Gonepteryx cleopatra	Pla	2021	0	uBMS
Gonepteryx cleopatra	Pla	2022	8.193699045	uBMS
Gonepteryx cleopatra	Ciu	2023	2.764110786	uBMS
Gonepteryx cleopatra	Ciu	2024	0	uBMS
Gonepteryx cleopatra	Ciu	2018	1.12961164	uBMS
Gonepteryx cleopatra	Ciu	2025	0	uBMS
Gonepteryx cleopatra	Ciu	2019	0	uBMS
Gonepteryx cleopatra	Ciu	2020	0	uBMS
Gonepteryx cleopatra	Ciu	2021	0	uBMS
Gonepteryx cleopatra	Ciu	2022	12.06685035	uBMS
Gonepteryx cleopatra	Glo	2023	1.328303491	uBMS
Gonepteryx cleopatra	Glo	2024	0	uBMS
Gonepteryx cleopatra	Glo	2025	0	uBMS
Gonepteryx cleopatra	Glo	2020	3.346720214	uBMS
Gonepteryx cleopatra	Glo	2021	0	uBMS
Gonepteryx cleopatra	Glo	2022	0	uBMS
Gonepteryx cleopatra	Rob	2023	3.375242596	uBMS
Gonepteryx cleopatra	Rob	2024	0	uBMS
Gonepteryx cleopatra	Rob	2018	0	uBMS
Gonepteryx cleopatra	Rob	2025	0	uBMS
Gonepteryx cleopatra	Rob	2020	0	uBMS
Gonepteryx cleopatra	Rob	2021	0	uBMS
Gonepteryx cleopatra	Rob	2022	0	uBMS
Gonepteryx cleopatra	Coll	2023	7.440397105	uBMS
Gonepteryx cleopatra	Coll	2024	30.98517359	uBMS
Gonepteryx cleopatra	Coll	2018	12.23740567	uBMS
Gonepteryx cleopatra	Coll	2025	0	uBMS
Gonepteryx cleopatra	Coll	2019	18.03995851	uBMS
Gonepteryx cleopatra	Coll	2020	0	uBMS
Gonepteryx cleopatra	Coll	2022	1.102608772	uBMS
Gonepteryx cleopatra	Car	2023	3.314166404	uBMS
Gonepteryx cleopatra	Car	2024	40.49929849	uBMS
Gonepteryx cleopatra	Car	2018	5.976428964	uBMS
Gonepteryx cleopatra	Car	2025	0	uBMS
Gonepteryx cleopatra	Car	2019	1.53664121	uBMS
Gonepteryx cleopatra	Car	2020	21.95359559	uBMS
Gonepteryx cleopatra	Car	2021	1.696410396	uBMS
Gonepteryx cleopatra	Car	2022	5.026641198	uBMS
Gonepteryx cleopatra	Peg	2023	0	uBMS
Gonepteryx cleopatra	Peg	2024	2.225833018	uBMS
Gonepteryx cleopatra	Peg	2018	0	uBMS
Gonepteryx cleopatra	Peg	2025	0	uBMS
Gonepteryx cleopatra	Peg	2019	0	uBMS
Gonepteryx cleopatra	Peg	2020	0	uBMS
Gonepteryx cleopatra	Peg	2021	0	uBMS
Gonepteryx cleopatra	Peg	2022	0	uBMS
Gonepteryx cleopatra	Cer	2023	7.781495603	uBMS
Gonepteryx cleopatra	Cer	2024	7.081149979	uBMS
Gonepteryx cleopatra	Cer	2018	0	uBMS
Gonepteryx cleopatra	Cer	2025	0	uBMS
Gonepteryx cleopatra	Cer	2019	0	uBMS
Gonepteryx cleopatra	Cer	2020	3.944461975	uBMS
Gonepteryx cleopatra	Cer	2022	1.117143687	uBMS
Gonepteryx cleopatra	Nord	2023	0	uBMS
Gonepteryx cleopatra	Nord	2024	0	uBMS
Gonepteryx cleopatra	Nord	2018	0	uBMS
Gonepteryx cleopatra	Nord	2025	0	uBMS
Gonepteryx cleopatra	Nord	2019	0	uBMS
Gonepteryx cleopatra	Nord	2020	0	uBMS
Gonepteryx cleopatra	Nord	2021	0	uBMS
Gonepteryx cleopatra	Nord	2022	0	uBMS
Gonepteryx cleopatra	Ped	2023	9.432330886	uBMS
Gonepteryx cleopatra	Ped	2024	6.985581759	uBMS
Gonepteryx cleopatra	Ped	2018	0	uBMS
Gonepteryx cleopatra	Ped	2025	0	uBMS
Gonepteryx cleopatra	Ped	2019	1.611889295	uBMS
Gonepteryx cleopatra	Ped	2020	54.13696653	uBMS
Gonepteryx cleopatra	Ped	2022	1.400422928	uBMS
Gonepteryx cleopatra	Gau	2023	0	uBMS
Gonepteryx cleopatra	Gau	2024	0	uBMS
Gonepteryx cleopatra	Gau	2018	0	uBMS
Gonepteryx cleopatra	Gau	2025	0	uBMS
Gonepteryx cleopatra	Gau	2019	0	uBMS
Gonepteryx cleopatra	Gau	2020	0	uBMS
Gonepteryx cleopatra	Gau	2021	0	uBMS
Gonepteryx cleopatra	Gau	2022	0	uBMS
Gonepteryx cleopatra	Nou	2023	0	uBMS
Gonepteryx cleopatra	Nou	2024	0	uBMS
Gonepteryx cleopatra	Nou	2018	4.938027752	uBMS
Gonepteryx cleopatra	Nou	2025	0	uBMS
Gonepteryx cleopatra	Nou	2019	0	uBMS
Gonepteryx cleopatra	Nou	2020	0	uBMS
Gonepteryx cleopatra	Nou	2021	0	uBMS
Gonepteryx cleopatra	Nou	2022	4.457387377	uBMS
Gonepteryx cleopatra	Bros	2023	5.857887646	uBMS
Gonepteryx cleopatra	Bros	2024	13.75799684	uBMS
Gonepteryx cleopatra	Bros	2018	9.896678675	uBMS
Gonepteryx cleopatra	Bros	2019	1.383489437	uBMS
Gonepteryx cleopatra	Bros	2020	0	uBMS
Gonepteryx cleopatra	Bros	2021	4.008337342	uBMS
Gonepteryx cleopatra	Bros	2022	2.026547776	uBMS
Gonepteryx cleopatra	Gue	2023	39.61692159	uBMS
Gonepteryx cleopatra	Gue	2024	61.8755848	uBMS
Gonepteryx cleopatra	Gue	2018	29.77593608	uBMS
Gonepteryx cleopatra	Gue	2019	13.2717524	uBMS
Gonepteryx cleopatra	Gue	2020	23.04058984	uBMS
Gonepteryx cleopatra	Gue	2021	4.061308502	uBMS
Gonepteryx cleopatra	Gue	2022	11.71143036	uBMS
Gonepteryx cleopatra	Dia	2023	1.499497668	uBMS
Gonepteryx cleopatra	Dia	2024	0	uBMS
Gonepteryx cleopatra	Dia	2018	0	uBMS
Gonepteryx cleopatra	Dia	2019	0	uBMS
Gonepteryx cleopatra	Dia	2020	0	uBMS
Gonepteryx cleopatra	Dia	2021	0	uBMS
Gonepteryx cleopatra	Dia	2022	0	uBMS
Gonepteryx cleopatra	Pei	2023	9.062732233	uBMS
Gonepteryx cleopatra	Pei	2024	34.55491352	uBMS
Gonepteryx cleopatra	Pei	2018	21.15954295	uBMS
Gonepteryx cleopatra	Pei	2019	14.26804908	uBMS
Gonepteryx cleopatra	Pei	2020	6.767273466	uBMS
Gonepteryx cleopatra	Pei	2021	4.595482641	uBMS
Gonepteryx cleopatra	Mar	2023	16.13795647	uBMS
Gonepteryx cleopatra	Mar	2024	14.06746757	uBMS
Gonepteryx cleopatra	Mar	2018	30.74490513	uBMS
Gonepteryx cleopatra	Mar	2019	21.28686175	uBMS
Gonepteryx cleopatra	Mar	2020	17.25178987	uBMS
Gonepteryx cleopatra	Mar	2021	4.298117425	uBMS
Gonepteryx cleopatra	Mar	2022	8.552564059	uBMS
Gonepteryx cleopatra	Gui	2023	22.91288195	uBMS
Gonepteryx cleopatra	Gui	2024	63.00970349	uBMS
Gonepteryx cleopatra	Gui	2018	143.8561439	uBMS
Gonepteryx cleopatra	Gui	2025	0	uBMS
Gonepteryx cleopatra	Gui	2019	44.47889794	uBMS
Gonepteryx cleopatra	Gui	2020	83.37159566	uBMS
Gonepteryx cleopatra	Gui	2021	20.40649743	uBMS
Gonepteryx cleopatra	Gui	2022	19.63093836	uBMS
Gonepteryx cleopatra	Bes	2023	0	uBMS
Gonepteryx cleopatra	Bes	2024	0	uBMS
Gonepteryx cleopatra	Bes	2018	0	uBMS
Gonepteryx cleopatra	Bes	2025	0	uBMS
Gonepteryx cleopatra	Bes	2019	0	uBMS
Gonepteryx cleopatra	Bes	2020	0	uBMS
Gonepteryx cleopatra	Bes	2021	0	uBMS
Gonepteryx cleopatra	Aig	2023	3.157761778	uBMS
Gonepteryx cleopatra	Aig	2018	0	uBMS
Gonepteryx cleopatra	Aig	2019	0	uBMS
Gonepteryx cleopatra	Aig	2020	0	uBMS
Gonepteryx cleopatra	Aig	2021	0	uBMS
Gonepteryx cleopatra	Aig	2022	14.2789148	uBMS
Gonepteryx cleopatra	Tpa	2023	0	uBMS
Gonepteryx cleopatra	Tpa	2022	0	uBMS
Gonepteryx cleopatra	Tri	2023	1.051082615	uBMS
Gonepteryx cleopatra	Tri	2019	0	uBMS
Gonepteryx cleopatra	Tri	2020	2.522131706	uBMS
Gonepteryx cleopatra	Tri	2021	0	uBMS
Gonepteryx cleopatra	Tri	2022	1.180080245	uBMS
Gonepteryx rhamni	Clot	2023	0	uBMS
Gonepteryx rhamni	Clot	2024	0	uBMS
Gonepteryx rhamni	Clot	2018	0	uBMS
Gonepteryx rhamni	Clot	2025	0	uBMS
Gonepteryx rhamni	Clot	2019	0	uBMS
Gonepteryx rhamni	Clot	2020	0	uBMS
Gonepteryx rhamni	Clot	2021	0	uBMS
Gonepteryx rhamni	Clot	2022	0	uBMS
Gonepteryx rhamni	Heb	2023	0	uBMS
Gonepteryx rhamni	Heb	2024	0	uBMS
Gonepteryx rhamni	Heb	2018	0	uBMS
Gonepteryx rhamni	Heb	2019	0	uBMS
